task,precision,recall,pr_auc,auc
task1_discharge,0.6749527305082861,0.6205010224948875,0.690975686557367,0.8927943405392229
task2_no_return72_masked,0.9496421267893661,1.0,0.9697126859435666,0.6438243641158427
joint_both_positive,0.6454788121454789,0.6248721399730821,0.6672804309061333,0.890302014964145
