task,precision,recall,pr_auc,auc
task1_discharge,0.4691200532460689,0.8701646090534979,0.6148780304668152,0.8645482565453692
task2_no_return72_masked,0.9547590361445784,0.860657073038284,0.9675401179987706,0.6364960166354311
joint_both_positive,0.46096120591210155,0.7672006516426826,0.5653099548676582,0.8497193650843409
