task,precision,recall,pr_auc,auc
task1_discharge,0.5413408001029899,0.8599182004089979,0.6925366333237087,0.8938049084772943
task2_no_return72_masked,0.9578818487909397,0.8423687752355317,0.9673571806769261,0.6356235593116123
joint_both_positive,0.5364469003103475,0.7630686406460296,0.6303367564223706,0.882093385842638
